Date,Price,Open,High,Low,Vol.,Change %
2016-08-02,0.00569,0.00574,0.00595,0.0048,878960.0,-0.82
2016-08-03,0.00562,0.00569,0.00585,0.00509,415720.0,-1.32
2016-08-04,0.00612,0.00562,0.00645,0.00532,661300.0,8.84
2016-08-05,0.0059,0.00612,0.00612,0.00575,46460.0,-3.55
2016-08-06,0.0063,0.0059,0.00688,0.0059,1490000.0,6.78
2016-08-07,0.0062,0.0063,0.0065,0.00605,441770.0,-1.59
2016-08-08,0.006,0.0062,0.00641,0.006,555260.0,-3.23
2016-08-09,0.00625,0.006,0.00656,0.00593,746700.0,4.17
2016-08-10,0.00624,0.00625,0.0065,0.00614,1100000.0,-0.16
2016-08-11,0.00611,0.00624,0.0063,0.0061,72680.0,-2.15
2016-08-12,0.00605,0.00611,0.0063,0.00604,92310.0,-0.92
2016-08-13,0.00618,0.00605,0.00623,0.006,126970.0,2.15
2016-08-14,0.00594,0.00618,0.00624,0.005,249750.0,-3.82
2016-08-15,0.0062,0.00594,0.0062,0.00585,274140.0,4.31
2016-08-16,0.00615,0.0062,0.00633,0.00581,983450.0,-0.81
2016-08-17,0.0061,0.00615,0.00621,0.00595,156790.0,-0.81
2016-08-18,0.00591,0.0061,0.00615,0.00591,173840.0,-3.16
2016-08-19,0.00606,0.00591,0.00644,0.00591,200790.0,2.67
2016-08-20,0.0062,0.00606,0.00624,0.00605,4310.0,2.29
2016-08-21,0.00604,0.0062,0.0062,0.00591,228870.0,-2.64
2016-08-22,0.00565,0.00604,0.00613,0.00562,566270.0,-6.42
2016-08-23,0.00575,0.00565,0.00613,0.00565,66180.0,1.73
2016-08-24,0.00615,0.00575,0.00617,0.00575,181860.0,6.94
2016-08-25,0.0062,0.00615,0.00625,0.00595,60180.0,0.83
2016-08-26,0.00591,0.0062,0.0062,0.0059,18340.0,-4.71
2016-08-27,0.0059,0.00591,0.00609,0.0059,598110.0,-0.14
2016-08-28,0.00606,0.0059,0.00617,0.00585,657650.0,2.66
2016-08-29,0.0065,0.00606,0.0065,0.00585,496760.0,7.31
2016-08-30,0.006,0.0065,0.0067,0.0059,102850.0,-7.69
2016-08-31,0.006,0.006,0.0061,0.00589,542660.0,0.0
2016-09-01,0.00595,0.006,0.00603,0.0059,599740.0,-0.87
2016-09-02,0.00602,0.00595,0.00605,0.0059,201220.0,1.26
2016-09-03,0.00603,0.00602,0.00624,0.00585,989900.0,0.12
2016-09-04,0.00595,0.00603,0.00616,0.00585,1480000.0,-1.38
2016-09-05,0.00593,0.00595,0.00608,0.00585,358320.0,-0.35
2016-09-06,0.00597,0.00593,0.00605,0.00587,392370.0,0.66
2016-09-07,0.00588,0.00597,0.00599,0.00586,229860.0,-1.37
2016-09-08,0.00594,0.00588,0.0061,0.00586,225550.0,0.97
2016-09-09,0.00603,0.00594,0.00603,0.00585,259029.99999999997,1.52
2016-09-10,0.00592,0.00603,0.00603,0.00585,153020.0,-1.87
2016-09-11,0.00582,0.00592,0.00599,0.00581,105680.0,-1.55
2016-09-12,0.0059,0.00582,0.0061,0.00579,160190.0,1.27
2016-09-13,0.00592,0.0059,0.00604,0.00582,93540.0,0.31
2016-09-14,0.00606,0.00592,0.00648,0.00591,344700.0,2.38
2016-09-15,0.0091,0.00606,0.0115,0.00606,7990000.0,50.21
2016-09-16,0.0072,0.0091,0.00913,0.00677,2920000.0,-20.88
2016-09-17,0.00708,0.0072,0.00747,0.00695,1020000.0,-1.69
2016-09-18,0.007,0.00708,0.00708,0.00673,559950.0,-1.12
2016-09-19,0.00696,0.007,0.00746,0.00674,68060.0,-0.59
2016-09-20,0.00683,0.00696,0.00696,0.0067,929240.0,-1.91
2016-09-21,0.0068,0.00683,0.00715,0.00664,882220.0,-0.29
2016-09-22,0.00685,0.0068,0.00706,0.00676,133440.0,0.63
2016-09-23,0.0074,0.00685,0.00745,0.00674,1210000.0,8.06
2016-09-24,0.0075,0.0074,0.0075,0.00722,328110.0,1.35
2016-09-25,0.00817,0.0075,0.00818,0.0072,681080.0,8.88
2016-09-26,0.0077,0.00817,0.0089,0.00769,1070000.0,-5.71
2016-09-27,0.0084,0.0077,0.00854,0.00765,631670.0,9.16
2016-09-28,0.00867,0.0084,0.00926,0.0082,1120000.0,3.13
2016-09-29,0.0091,0.00867,0.00936,0.00867,1500000.0,4.95
2016-09-30,0.0086,0.0091,0.0095,0.00856,1980000.0,-5.46
2016-10-01,0.00798,0.0086,0.00886,0.00788,1130000.0,-7.19
2016-10-02,0.00795,0.00798,0.0084,0.00795,243480.0,-0.4
2016-10-03,0.00817,0.00795,0.0084,0.00795,514049.99999999994,2.75
2016-10-04,0.0078,0.00817,0.00818,0.0078,307520.0,-4.52
2016-10-05,0.00726,0.0078,0.00801,0.00726,681840.0,-6.97
2016-10-06,0.0075,0.00726,0.00765,0.00709,372690.0,3.31
2016-10-07,0.00737,0.0075,0.0078,0.00725,299520.0,-1.73
2016-10-08,0.00745,0.00737,0.00745,0.00715,108400.0,1.09
2016-10-09,0.00745,0.00745,0.0078,0.00733,646390.0,0.0
2016-10-10,0.00806,0.00745,0.009,0.00745,771140.0,8.24
2016-10-11,0.00781,0.00806,0.00859,0.00764,528450.0,-3.1
2016-10-12,0.00792,0.00781,0.00823,0.00769,1030000.0,1.37
2016-10-13,0.00798,0.00792,0.00798,0.00764,79460.0,0.76
2016-10-14,0.00812,0.00798,0.00832,0.00784,558010.0,1.74
2016-10-15,0.008,0.00812,0.0084,0.008,416440.0,-1.49
2016-10-16,0.00803,0.008,0.00818,0.00796,884780.0,0.39
2016-10-17,0.00808,0.00803,0.00833,0.0079,1410000.0,0.62
2016-10-18,0.0084,0.00808,0.00844,0.008,166000.0,3.96
2016-10-19,0.00857,0.0084,0.00879,0.00835,378470.0,2.04
2016-10-20,0.0092,0.00857,0.00935,0.00857,1520000.0,7.34
2016-10-21,0.0091,0.0092,0.0093,0.00866,445620.0,-1.11
2016-10-22,0.00888,0.0091,0.0091,0.00876,293040.0,-2.4
2016-10-23,0.0089,0.00888,0.00915,0.00879,217890.0,0.26
2016-10-24,0.00886,0.0089,0.00949,0.00886,355610.0,-0.48
2016-10-25,0.0089,0.00886,0.00921,0.0088,76500.0,0.47
2016-10-26,0.00877,0.0089,0.00899,0.00865,33510.0,-1.44
2016-10-27,0.00829,0.00877,0.00878,0.00806,1310000.0,-5.52
2016-10-28,0.0078,0.00829,0.0085,0.00771,1270000.0,-5.91
2016-10-29,0.00773,0.0078,0.00809,0.00725,1200000.0,-0.87
2016-10-30,0.00802,0.00773,0.00844,0.00759,2240000.0,3.76
2016-10-31,0.00798,0.00802,0.00841,0.0079,542250.0,-0.55
2016-11-01,0.00803,0.00798,0.0084,0.00784,665350.0,0.61
2016-11-02,0.00823,0.00803,0.00836,0.00791,209760.0,2.45
2016-11-03,0.00814,0.00823,0.00844,0.008,810560.0,-0.97
2016-11-04,0.0082,0.00814,0.00829,0.00808,64180.00000000001,0.68
2016-11-05,0.00821,0.0082,0.00832,0.00815,146890.0,0.12
2016-11-06,0.00807,0.00821,0.00835,0.00807,126520.0,-1.71
2016-11-07,0.00826,0.00807,0.0083,0.00801,111500.0,2.35
2016-11-08,0.00826,0.00826,0.00848,0.00802,320970.0,0.0
2016-11-09,0.00818,0.00826,0.00835,0.00775,728570.0,-1.02
2016-11-10,0.00815,0.00818,0.00827,0.00805,186140.0,-0.32
2016-11-11,0.00802,0.00815,0.00819,0.00787,85200.0,-1.62
2016-11-12,0.00811,0.00802,0.00827,0.00798,244100.0,1.1
2016-11-13,0.00803,0.00811,0.00815,0.0079,127570.0,-1.0
2016-11-14,0.00808,0.00803,0.00815,0.00792,273440.0,0.64
2016-11-15,0.00771,0.0079,0.00801,0.00771,507210.0,-4.57
2016-11-16,0.0077,0.00771,0.00815,0.0076,895290.0,-0.13
2016-11-17,0.00781,0.0077,0.0079,0.0076,456480.0,1.42
2016-11-18,0.0078,0.00781,0.00781,0.0076,20280.0,-0.12
2016-11-19,0.00769,0.0078,0.0078,0.0076,289050.0,-1.42
2016-11-20,0.00765,0.00769,0.00769,0.0073,691290.0,-0.51
2016-11-21,0.0074,0.00765,0.00766,0.0074,201190.0,-3.27
2016-11-22,0.00738,0.0074,0.00757,0.0072,676110.0,-0.3
2016-11-23,0.00704,0.00738,0.0074,0.00686,647350.0,-4.51
2016-11-24,0.00687,0.00704,0.00714,0.00675,948070.0,-2.48
2016-11-25,0.00682,0.00687,0.00697,0.00677,279940.0,-0.74
2016-11-26,0.00697,0.00682,0.00697,0.00675,5580.0,2.23
2016-11-27,0.00685,0.00697,0.00704,0.00678,147810.0,-1.81
2016-11-28,0.00676,0.00685,0.00704,0.00676,101980.0,-1.23
2016-11-29,0.00672,0.00676,0.00687,0.00672,171740.0,-0.61
2016-11-30,0.00679,0.00672,0.00686,0.00651,155270.0,1.12
2016-12-01,0.0066,0.00679,0.00704,0.00654,285320.0,-2.81
2016-12-02,0.00656,0.0066,0.0067,0.00644,1000000.0,-0.7
2016-12-03,0.00666,0.00656,0.00669,0.00653,351080.0,1.49
2016-12-04,0.00642,0.00666,0.00666,0.00642,233800.0,-3.5
2016-12-05,0.0063,0.00642,0.00657,0.0063,70000.0,-1.85
2016-12-06,0.0067,0.0063,0.0067,0.0063,320970.0,6.28
2016-12-07,0.007,0.0067,0.0071,0.00645,333130.0,4.48
2016-12-08,0.007,0.007,0.00729,0.00681,231280.0,0.0
2016-12-09,0.00693,0.007,0.00724,0.0068,93720.0,-0.93
2016-12-10,0.00674,0.00693,0.00695,0.00666,167350.0,-2.73
2016-12-11,0.00677,0.00674,0.00679,0.0066,107000.0,0.36
2016-12-12,0.0067,0.00677,0.00681,0.0067,46050.0,-0.98
2016-12-13,0.00669,0.0067,0.00682,0.00656,479970.0,-0.16
2016-12-14,0.00679,0.00669,0.00683,0.00656,32910.0,1.48
2016-12-15,0.00663,0.00679,0.00679,0.00654,178800.0,-2.27
2016-12-16,0.00669,0.00663,0.00685,0.00649,245640.0,0.9
2016-12-17,0.00649,0.00669,0.00669,0.00645,407650.0,-3.05
2016-12-18,0.0065,0.00649,0.00666,0.00645,129830.00000000001,0.15
2016-12-19,0.00645,0.0065,0.00662,0.00645,165790.0,-0.77
2016-12-20,0.00654,0.00645,0.00661,0.00638,279860.0,1.36
2016-12-21,0.00656,0.00654,0.00658,0.00627,655980.0,0.32
2016-12-22,0.00638,0.00656,0.00656,0.0061,959870.0,-2.79
2016-12-23,0.00609,0.00638,0.00655,0.00596,659000.0,-4.55
2016-12-24,0.00644,0.00609,0.00646,0.00603,354700.0,5.78
2016-12-25,0.00631,0.00644,0.00655,0.00631,590800.0,-1.99
2016-12-26,0.00625,0.00631,0.00662,0.00614,387530.0,-0.95
2016-12-27,0.00613,0.00625,0.00644,0.00605,652680.0,-1.84
2016-12-28,0.00624,0.00613,0.0063,0.0061,365220.0,1.76
2016-12-29,0.00647,0.00624,0.00686,0.00617,669090.0,3.7
2016-12-30,0.00642,0.00647,0.0066,0.00634,358870.0,-0.91
2016-12-31,0.00651,0.00642,0.00674,0.00621,363960.0,1.5
2017-01-01,0.00635,0.00651,0.0066,0.00626,259800.0,-2.53
2017-01-02,0.00631,0.00635,0.00642,0.00621,703770.0,-0.54
2017-01-03,0.00641,0.00631,0.00657,0.00622,1930000.0,1.57
2017-01-04,0.00641,0.00641,0.00684,0.00637,1010000.0,0.0
2017-01-05,0.00628,0.00641,0.00689,0.00565,9860000.0,-2.09
2017-01-06,0.00622,0.00628,0.0065,0.00599,3350000.0,-0.86
2017-01-07,0.00636,0.00622,0.00646,0.00605,1070000.0,2.27
2017-01-08,0.00625,0.00636,0.00646,0.00624,920870.0,-1.76
2017-01-09,0.00618,0.00625,0.00634,0.00612,726750.0,-1.2
2017-01-10,0.00681,0.00618,0.00714,0.00618,4730000.0,10.35
2017-01-11,0.00654,0.00681,0.0069,0.00625,5180000.0,-3.99
2017-01-12,0.00636,0.00654,0.00709,0.0063,3660000.0,-2.81
2017-01-13,0.00667,0.00636,0.00671,0.0063,1230000.0,4.87
2017-01-14,0.00679,0.00667,0.007,0.00659,1130000.0,1.89
2017-01-15,0.00681,0.00679,0.00691,0.0067,677160.0,0.22
2017-01-16,0.00678,0.00681,0.00689,0.0067,487950.0,-0.44
2017-01-17,0.00683,0.0071,0.0071,0.00668,7060000.0,0.74
2017-01-18,0.0068,0.00683,0.00719,0.00664,8930000.0,-0.44
2017-01-19,0.00684,0.0068,0.00688,0.0065,4150000.0000000005,0.59
2017-01-20,0.0066,0.00684,0.00685,0.0064,4070000.0000000005,-3.51
2017-01-21,0.00684,0.0066,0.00684,0.00652,3460000.0,3.64
2017-01-22,0.00678,0.00684,0.00683,0.00669,1010000.0,-0.88
2017-01-23,0.00669,0.00678,0.00682,0.00659,1980000.0,-1.33
2017-01-24,0.0065,0.00669,0.00674,0.0065,1880000.0,-2.84
2017-01-25,0.00649,0.0065,0.0065,0.00643,2069999.9999999998,-0.15
2017-01-26,0.0063,0.00649,0.00676,0.00616,6170000.0,-2.93
2017-01-27,0.00636,0.0063,0.0065,0.003,2110000.0,0.95
